Frequency,Measure,Balance sheet position,Type of instruments,Currency denomination,Currency type of reporting country,Parent country,Type of reporting institutions,Reporting country,Counterparty sector,Counterparty country,Position type,Period,31/12/1977,31/03/1978,30/06/1978,30/09/1978,31/12/1978,31/03/1979,30/06/1979,30/09/1979,31/12/1979,31/03/1980,30/06/1980,30/09/1980,31/12/1980,31/03/1981,30/06/1981,30/09/1981,31/12/1981,31/03/1982,30/06/1982,30/09/1982,31/12/1982,31/03/1983,30/06/1983,30/09/1983,31/12/1983,31/03/1984,30/06/1984,30/09/1984,31/12/1984,31/03/1985,30/06/1985,30/09/1985,31/12/1985,31/03/1986,30/06/1986,30/09/1986,31/12/1986,31/03/1987,30/06/1987,30/09/1987,31/12/1987,31/03/1988,30/06/1988,30/09/1988,31/12/1988,31/03/1989,30/06/1989,30/09/1989,31/12/1989,31/03/1990,30/06/1990,30/09/1990,31/12/1990,31/03/1991,30/06/1991,30/09/1991,31/12/1991,31/03/1992,30/06/1992,30/09/1992,31/12/1992,31/03/1993,30/06/1993,30/09/1993,31/12/1993,31/03/1994,30/06/1994,30/09/1994,31/12/1994,31/03/1995,30/06/1995,30/09/1995,31/12/1995,31/03/1996,30/06/1996,30/09/1996,31/12/1996,31/03/1997,30/06/1997,30/09/1997,31/12/1997,31/03/1998,30/06/1998,30/09/1998,31/12/1998,31/03/1999,30/06/1999,30/09/1999,31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015,31/12/2015,31/03/2016,30/06/2016,30/09/2016,31/12/2016,31/03/2017,30/06/2017,30/09/2017,31/12/2017,31/03/2018,30/06/2018,30/09/2018,31/12/2018,31/03/2019,30/06/2019,30/09/2019,31/12/2019,31/03/2020,30/06/2020,30/09/2020
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,3C:Developing Europe,N:Cross-border,Q:S:C:A:TO1:A:5J:A:5A:A:3C:N,45014,49563,52029,57032,58948,58481,61533,65812,69544,66903,73013,73708,76551,75114,73045,74835,77203,71644,69377,66862,69079,66422,65738,63819,68006,68043,64969,63277,63179,62344,67217,73540,78006,80683,86387,89929,91861,95183,95771,97354,106615,106811,103656,101066,107777,106090,106001,110615,117059,117229,112883,102101,117889,107250,100513,106421,118259,112745,120776,129830,120206,118638,118955,120931,114035,112805,112907,108355,100399,108082,109487,109983,111878,111899,111651,114508,120472,119922,123806,132319,137155,142408,152290,145147,143973,141450,137587,142344,140708,136352,138125,133689,146433,139028,132085,134836,132070,135167,139891,139402,149940,162094,170678,183882,204095,216972,224538,229890,261466,273595,291556,315058,353922,393504,410061,422804,476684,525887,583173,663499,728006,817972,866613,844662,785955,727271,753981,739957.5,722108,692014,655220,720504,710905,764168,785886,725355,690459,695791,672920.362,683930.917,695502.152,705711.595,704098.276,714051.087,707243.305,689654.334,687162.971,640806.571,607174.501,558216.823,566482.659,553189.018,572229.242,587117.337,575237.404,571042.233,539170.35,569313.078,590937.331,605972.579,608202.909,622776.892,597453.029,575671.382,555669.46,548837.678,545447.888,528232.28,532464.864,513747.81,505563.482,522297.701
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,D:Debt securities,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,F:Non-bank financial institutions,5J:All countries (total),N:Cross-border,Q:S:L:D:TO1:A:5J:A:5A:F:5J:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47895.615,50896.785,55658.037,54403.126,52507.802,48993.398,47858.147,46956.476,67993.652,68797.62,75070.632,77499.333,103490.732,107905.442,118539.36,118762.374,220368.737,239623.03,251099.044,249934.346,244397.776,256863.082,257052.788,259430.9,253881.838,240871.704,255820.445,259643.645
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,G:Loans and deposits,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),N:Cross-border,Q:S:L:G:TO1:A:5J:A:5A:A:5J:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7205662,7225580,7181819,7271605,7382039,7528988,7705587,7691386,8131299,8045900,8177038,8602303,8603873,8286712,8240148,8551620,8539167,8759004,8768923,8685930,9106518,9462941,9221705,9441883,9922907,9943304,10628646,10667906,11289040,11957710,12511953,12558575,13326381,14136946,14279495,14560024,15656452,16155425,16410349,16870069,17035770,18393924,19616116,20110143,21048276,22954872,23935360,25333132,26732002,28981176,27824641,26551856,24282915,22999866,23288802,23358364.5,22935172,22703286,22012573,23405947,23103160,24018847,23984442,24175995,23102790,23449419,21891004.59,22052432.61,21541630.18,21174413.5,21269355.41,21036692.37,21079569.49,21522036.05,21647118.27,21066027.46,20384351.99,19972830.05,19665583.49,19495827.96,19214874.47,19752965.23,20171445.04,20006648.37,19008293.26,19764107.22,20184274.25,20649073.08,20588696.93,21595706.03,21045439.46,20772545.08,20660299.31,21333230.34,21523212.33,21312429.52,21165433.07,23103576.52,22263033.21,22731920.7
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,F:Non-bank financial institutions,5J:All countries (total),R:Local,Q:S:L:A:TO1:F:5J:A:5A:F:5J:R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216358.115,691243.91,691474.39,666004.472,809033.177,853075.47,863278.405,872619.274,852755.621,936666.147,932044.907,974745.429,920888.538,1025261.426,1083534.478,1120868.169,1113432.323,1180047.101,1208069.941,1196535.873,1200840.263,1172789.976,1243559.142,1207099.556,1185877.816,1383023.972,1290184.949,1311199.216
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,A:All instruments,GBP:Pound (sterling),A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),N:Cross-border,Q:S:L:A:GBP:A:5J:A:5A:A:5J:N,17765,17793,18657,20773,22244,25277,27679,30709,34379,38736,46795,49424,51774,49700,43903,43447,46710,45985,45228,46618,45966,45527,47885,47059,48952,52844,54426,52847,51445,65923,68642,75878,80524,89059,92374,92107,101392,119550,125239,136694,161510,176108,192179,198738,204129,196985,193697,211169,227662,244298,275732,305226,326324,290865,258913,274190,292166,278899,307991,320255,266044,263891,259648,251610,255770,244744,245103,272982,281338,292106,314707,298817,296272,287188,284543,293704,339305,350126,375669,367945,402190,429244,437262,466198,474057,475792,477766,511503,492455,544053,520634,531323,537208,582398,547080,577411,738098,736897,801198,812959,841690,843528,903857,960810,1077458,1204031,1225453,1187542,1276677,1342160,1314196,1342803,1367163,1446444,1643486,1644194,1832434,2180058,2237922,2424460,2669999,2758631,2611257,2380427,1931245,1845272,2043143,1831407,1773581,1664672,1663260,1740318,1626195,1543241.953,1563010,1503261,1380855,1489393.831,1483179.074,1553289.01,1539963.244,1421693.607,1398923.115,1481602.789,1492315.978,1581580.31,1626904.599,1534620.338,1472720.177,1437683.71,1549320.85,1526137.288,1453934.78,1402511.502,1323300.898,1312662.789,1239908.758,1282614.718,1346674.478,1364690.704,1349007.977,1420143.388,1360475.147,1373653.861,1310687.175,1396498.286,1340181.194,1346143.437,1386534.875,1404558.584,1424383.902,1471007.046
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,I:Derivatives and Other instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,F:Non-bank financial institutions,5J:All countries (total),N:Cross-border,Q:S:C:I:TO1:A:5J:A:5A:F:5J:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261846.344,313445.743,355599.02,362824.489,434140.281,441686.974,412263.277,410533.587,418769.297,441924.863,450190.677,466211.428,424277.571,500541.051,526594.248,504860.885,541641.024,547886.809,575773.367,569772.118,545628.619,615229.967,677334.674,709490.493,678716.146,820931.437,857029.53,881132.163
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,4U:Developing Latin America and Caribbean,N:Cross-border,Q:S:C:A:TO1:A:5J:A:5A:A:4U:N,79432,79056,82820,88490,94669,98475,105352,112998,124476,125738,135298,145381,154772,159180,162387,171833,185803,188867,196518,197214,197135,199231,200377,201112,243369,245055,245817,244559,243224,243382,244444,246950,250413,250045,252192,254119,256253,258920,259524,256213,260022,257589,252066,250729,252213,245237,237659,236382,235254,214926,209077,211722,210508,206697,201618,204261,212945,215504,219725,226292,225330,227314,224719,225562,225382,225610,225491,227094,229472,228971,233687,238528,247107,248496,253272,261249,273988,279348,283870,293301,304025,317599,320794,309418,297091,295702,287617,279779,283266,286256,288281,290082,287770,295372,296320,290015,284651,281140,281255,269319,272530,275491,276456,273216,267359,273827,266789,257449,257345,259414,254641,248144,260533,272288,275387,283806,295340,331846,356188,379941,402507,435295,469794,452072,409921,383343,389438,404502,412687,437472,458797,506168,532670,560293,594099,592249,601873,615763,613090.988,607303.94,619088.478,658112.584,632387.767,634161.051,640293.823,648748.81,655341.727,632934.403,626875.127,622113.241,617327.333,614320.498,627788.895,619614.113,626177.326,625723.541,603200.543,607028.081,598328.279,613956.086,612034.882,626570.526,603868.28,609478.624,619159.634,630106.243,640780.66,640430.438,635916.998,661854.135,621117.784,608511.624
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,F:Non-bank financial institutions,5M:Unallocated location,N:Cross-border,Q:S:L:A:TO1:A:5J:A:5A:F:5M:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.68,612.725,1033.447,954.138,896.359,925.186,1133.674,1050.57,10517.327,9942.516,9718.331,10070.756,10087.465,9245.877,9492.612,9565.446,9155.193,7816.915,7822.846,9590.243,9138.368,11858.08,6155.28,6406.564,12419.125,11027.855,11450.574,4853.123
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,F:Non-bank financial institutions,5M:Unallocated location,N:Cross-border,Q:S:C:A:TO1:A:5J:A:5A:F:5M:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.993,1648.434,2333.771,2067.261,2037.314,1851.122,1843.456,2579.828,5311.84,6625.516,5569.697,15124.821,9746.468,8583.663,7202.829,7924.16,4606.782,4517.659,4086.96,4151.355,3774.625,4190.879,61.724,53.93,9573.107,9767.467,10725.399,9847.653
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,EUR:Euro,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,F:Non-bank financial institutions,5J:All countries (total),N:Cross-border,Q:S:C:A:EUR:A:5J:A:5A:F:5J:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914345.627,1299505.939,1424840.517,1314349.13,1457559.959,1425935.62,1355002.759,1342828.759,1251550.736,1369238.239,1301173.884,1304302.721,1182963.486,1342202.437,1434347.297,1381987.287,1342559.745,1576837.999,1551033.782,1535373.657,1548811.528,1618151.404,1731558.045,1694958.592,1619682.125,1760749.055,1775324.921,1770305.454
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,U:Unallocated by sector,5J:All countries (total),R:Local,Q:S:C:A:TO1:D:5J:A:5A:U:5J:R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985901.657,2104530.631,1967703.84,1968871.572,1910376.299,1951190.761,18868271.1,19527321.84,19946690.48,18817810.18,16679045.94,17026022.23,16944399.5,17302534.45,17395830.89,19138030.4,20841217.07,21355030.36,18664769.88,20088417.08,20131405.04,20384079.1,19690986.47,21479141.89,20477258.85,20206674.64,20819436.15,20962084.07,21753010.69,21948201.87,21676858.49,22032513.63,22990974.71,24020332.61
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,4U:Developing Latin America and Caribbean,N:Cross-border,Q:S:L:A:TO1:A:5J:A:5A:A:4U:N,38228,37258,36912,39395,43800,44739,45627,47952,53181,52392,52248,53016,54198,55490,55154,55745,60669,58589,57331,53426,52499,50730,53524,56588,77322,78585,81974,86642,89400,90317,90461,91436,94032,93163,92404,90626,90332,89254,95053,96432,97584,101428,101684,99983,100345,102120,101197,103716,119103,125750,130412,138389,146070,147173,143699,143587,144525,141959,140211,142482,140874,138902,135534,135625,135355,139065,143672,148263,157843,161003,175539,193178,202145,206765,225360,228364,228228,231899,249645,249269,245313,262203,253460,232818,231810,224898,234140,239351,244242,248839,246650,254311,247182,250187,255443,258770,247412,230366,232197,223406,230775,247739,262023,269953,273978,288199,286457,278057,289769,302380,292583,297845,305041,330666,312319,323989,330454,337725,366064,376323,383357,404434,417791,416101,395083,377363,382773,384015.5,382266,384775,388694,410955,424346,436867,443613,460003,456385,456959,449599.452,445950.24,434168.638,449548.95,458217.915,481614.634,479426.95,500372.162,500714.778,490046.081,475589.062,486364.955,472407.737,472978.445,460390.599,469347.141,464102.861,457215.662,440834.867,445314.391,443681.793,447605.948,425312.735,439143.19,436558.089,425098.1,399032.937,405435.703,417344.239,420570.374,425769.174,463792.889,441411.236,431767.182
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,U:Unallocated by instrument,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),N:Cross-border,Q:S:C:U:TO1:A:5J:A:5A:A:5J:N,687759,702637,729085,795316,883813,873695,936980,1031723,1100506,1107990,1194306,1236272,1309977,1339300,1334639,1411450,1531640,1542536,1557848,1609636,1667439,1679224,1675315,1692116,2083828,2127517,2141108,2100869,2140256,2207785,2228566,2341624,2537861,2625422,2753767,2990452,3219893,3383195,3556813,3746772,4131566,4153429,4122628,4295668,4447521,4572206,4499250,4782274,5269723,5305557,5430135,5880286,6178437,5852395,5665588,5823299,6155253,5913034,6085120,6459481,6143260,6189205,6132980,6354676,6403223,6543685,6633523,6824371,6948164,7535781,7790825,7687381,10,215,0,2,2,28,103,46,2,67,72,68,-3,41,-2,-21,81,0,0,-41,10,-20,6,-24,17,262,7,44,25,27,5,5,27,36,45,24,-10,24,40,-35,16,1,23,-15,1,0,-11,48,2,35,36,14,-1,19,24,21,54,46,50,37,-114,40,52,45,31,44,13.999,1.998,8.163,29.008,5.037,187379.186,179762.211,176281.543,174915.432,159736.504,149869.766,135596.573,132446.191,127493.865,131758.579,131815.543,130093.283,130650.95,133271.627,136201.863,145269.713,154852.028,165497.093,165278.189,171540.379,175963.648,191630.653,199794.438,206791.492,221006.77,242782.051,205212.512,182018.978,167886.336
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,CHF:Swiss franc,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"B:Banks, total",5J:All countries (total),N:Cross-border,Q:S:C:A:CHF:A:5J:A:5A:B:5J:N,27814,29850,31430,38114,34431,35829,42654,47866,48455,48746,55180,56565,56853,57551,57416,60340,65690,64595,61461,58647,61873,75628,76152,76815,64198,66918,61872,61276,56080,61633,61667,77343,91495,98887,104945,121044,128572,148595,141304,136653,167418,162299,137957,133334,130548,118918,118425,119508,153521,178039,185267,216703,209143,184476,172036,178920,193267,172595,190650,221940,177621,165241,152351,155635,141720,145261,155488,166550,156784,185776,187944,190478,191940,192228,192152,184530,171419,169988,175178,181933,191856,185742,194890,206892,193468,189809,181494,191351,180517,200966,177841,173765,171910,178446,160259,185351,184043,184186,200063,188359,193723,197068,209111,204012,189941,199848,201387,198264,210534,211957,222558,219539,218523,260530,273953,263436,279878,306608,305337,341939,366577,432085,443297,390380,337959,319861.5,316986,306121,287549,277539,277759,305715,324703,341241.572,357616,382996,358482,311239.252,306757.832,321550.022,317603.62,301473.152,258134.983,368947.374,401135.4,394653.146,396617.543,401500.29,364876.593,391187.197,366329.93,337030.743,318758.321,296269.932,323696.196,296820.224,274334.617,294755.726,309534.905,304512.521,307073.619,296941.918,275601.425,293072.162,261413.849,265768.011,280821.745,311158.652,346963.369,347895.686,296178.664,293903.357
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,P:Non-financial sectors,4Y:Developing Asia and Pacific,N:Cross-border,Q:S:C:A:TO1:A:5J:A:5A:P:4Y:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157281.004,223378.926,234026.113,228750.523,454364.16,454255.452,466506.03,444993.454,492174.394,485623.662,494269.975,499806.094,492093.387,509619.728,527211.282,557916.008,596224.141,625435.657,613999.08,622421.012,612694.142,645668.992,653512.617,652713.659,683553.086,667902.666,687601.214,712049.304
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",1C:International organisations,N:Cross-border,Q:S:C:A:TO1:A:5J:A:5A:I:1C:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.138,13.772,0.01,129.848,25.01,63.236,39.884,62.806,89.042,42.876,13,12,19,24.898,7.329,10,10,11,10,12,13,-,2,2,4,1,-,119,190,268,70,235,76,84
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,G:Loans and deposits,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),N:Cross-border,Q:S:C:G:TO1:A:5J:A:5A:A:5J:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6961476,6850473,6790041,6897372,7022538,7069970,7339003,7327999,7745806,7552149,7639729,7969111,7927138,7594433,7413385,7701161,7797126,7953054,7923624,7818156,8179975,8442175,8234501,8432166,8748744,8693064,9271061,9236344,9849239,10431793,11013364,10953985,11673200,12470839,12512493,12601612,13604926,14137839,14519709,14922531,15052102,16336294,17223268,17772183,18731164,20703064,21713919,22980144,24266675,26505286,25597642,24528442,22594866,21463757.5,21788064,21832088,21427434,21297068,20776929,22139087,21836455,22755199,22764169,23020863,22063878,22145398,20703666.45,20835762,20396016.9,20080080.55,20031019.66,19669014.19,19780297.85,20329128.91,20542156.13,19990344.37,18916602.28,18536501.35,18465188.67,18187794.87,18199746.04,18566351.27,18859187.37,18790130.7,18056786.44,18813011.85,19229518.3,19634902.34,19849651.65,20776715.12,20199449.6,19972319.13,20179447.97,20709180.25,20960224.02,20862132.07,20783506.83,22484856.49,21482958.97,21760407.71
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,TO1:All currencies,F:Foreign currency (ie currencies foreign to bank location country),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,F:Non-bank financial institutions,5J:All countries (total),R:Local,Q:S:C:A:TO1:F:5J:A:5A:F:5J:R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104484.272,670050.815,675167.085,640823.729,668525.878,681791.2,688783.149,696322.934,717286.608,753935.869,741810.04,712535.696,670100.036,740126.349,757865.506,756992.714,772307.272,839148.367,830757.956,824955.553,793476.161,777860.415,789367.422,794042.529,791290.804,933745.307,865905.372,900398.533
